Tribunal;Codigo orgao;Municipio;UF;Nome orgao;Grau;CP_Dec_2023;CP_Dec_2024;%CP;Sus_Dec_2023;Sus_Dec_2024;%Sus;CN_12_meses;Tbaix_12_meses;Desp_12_meses;DecInc_12_meses;SentCM_12_meses;SentSM_12_meses;ProcSM100_Dec_2024;Conc100_Dec_2024;TPSent_12_meses;TPCPL_Dec_2024;TC_Dec_2024;IAD_12_meses;TPSent_12_meses_num;TPCPL_Dec_2024_num
TJSP;9434;BURITAMA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE BURITAMA;G1, JE;5.703;6.311;10,7%;2.004;2.214;10,5%;1.836;1.293;4.841;1.914;1.079;233.0;1.549;42.0;1 ano e 10 meses;3 anos e 10 meses;76%;70%;22.0;46.0
TJSP;10517;SAO PAULO;SP;10 CRIMINAL DE CENTRAL;G1, JE;4.404;3.617;-17,9%;1.047;1.022;-2,4%;732.0;1.123;147.0;4.711;790.0;7.0;787.0;32.0;1 ano e 7 meses;3 anos e 10 meses;70%;153%;19.0;46.0
TJSP;10620;SAO PAULO;SP;12 FAMILIA SUCESSOES DE CENTRAL;G1;5.376;5.406;0,6%;1.919;1.983;3,3%;1.367;1.341;8.797;2.619;914.0;226.0;715.0;37.0;1 ano e 8 meses;3 anos e 10 meses;72%;98%;20.0;46.0
TJSP;10108;PRAIA GRANDE;SP;01 CIVEL DE PRAIA GRANDE;G1, JE;15.573;16.444;5,6%;4.873;4.881;0,2%;3.713;2.687;1.486;18.323;1.649;639.0;1.95;431.0;2 anos e 5 meses;3 anos e 10 meses;81%;72%;29.0;46.0
TJSP;14321;SAO PAULO;SP;VARA DA REGIAO OESTE DE VIOL. DOMEST. E FAM. CONTRA A MULHER DE BUTANTA;G1, JE;12.585;13.217;5%;1.429;1.934;35,3%;2.578;2.346;1.57;18.603;1.425;484.0;4.793;340.0;3 anos e 5 meses;3 anos e 10 meses;83%;91%;41.0;46.0
TJSP;10150;RANCHARIA;SP;01 CUMULATIVA DE RANCHARIA;G1, JE;6.097;5.758;-5,6%;2.243;1.944;-13,3%;2.012;2.367;8.246;4.481;1.567;1.258;651.0;41.0;6 anos e 3 meses;3 anos e 10 meses;62%;118%;75.0;46.0
TJSP;10268;SANTOS;SP;JURI/EXECUCOES DE SANTOS;G1, JE;6.846;6.444;-5,9%;97.0;112.0;15,5%;1.306;1.929;4.506;846.0;959.0;539.0;3.633;303.0;2 anos e 8 meses;3 anos e 9 meses;77%;148%;32.0;45.0
TJSP;9906;MIRANTE DO PARANAPANEMA;SP;VARA UNICA DE MIRANTE DO PARANAPANEMA;G1, JE;7.581;7.317;-3,5%;1.369;1.431;4,5%;1.879;2.116;7.39;4.031;1.628;330.0;1.303;30.0;2 anos e 11 meses;3 anos e 9 meses;73%;113%;35.0;45.0
TJSP;10188;RIBEIRAO PRETO;SP;01 JURI/EXECUCOES DE RIBEIRAO PRETO;G1, JE;12.307;11.52;-6,4%;1.127;1.07;-5,1%;1.327;1.756;3.261;3.891;3.463;183.0;5.287;548.0;2 anos e 10 meses;3 anos e 9 meses;86%;132%;34.0;45.0
TJSP;10538;SAO PAULO;SP;VARA JUIZADO ESPECIAL CRIMINAL DE CENTRAL;G1, JE;4.186;3.936;-6%;145.0;123.0;-15,2%;1.805;1.719;183.0;6.386;1.543;21.0;2.448;60.0;10 meses;3 anos e 9 meses;69%;95%;10.0;45.0
TJSP;10045;PERUIBE;SP;SAF DE PERUIBE;G1;55.579;55.744;0,3%;20.923;19.443;-7,1%;9.172;8.722;22.054;13.192;5.261;2.922;18.098;45.0;9 anos e 5 meses;3 anos e 9 meses;81%;95%;113.0;45.0
TJSP;10146;QUELUZ;SP;VARA UNICA DE QUELUZ;G1, JE;4.655;4.239;-8,9%;1.279;1.237;-3,3%;739.0;1.138;2.717;4.409;684.0;353.0;1.01;24.0;4 anos e 5 meses;3 anos e 9 meses;73%;154%;53.0;45.0
TJSP;9996;OSVALDO CRUZ;SP;JUIZADO ESPECIAL CIVEL CRIM. DE OSVALDO CRUZ;G1, JE;2.548;2.436;-4,4%;80.0;23.0;-71,2%;3.72;3.896;1.87;3.85;2.53;613.0;1.134;4.0;4 meses;3 anos e 9 meses;38%;105%;4.0;45.0
TJSP;9752;ITAQUAQUECETUBA;SP;01 CRIMINAL DE ITAQUAQUECETUBA;G1, JE;7.915;6.454;-18,5%;1.39;1.782;28,2%;2.092;3.76;5.836;12.052;1.979;338.0;2.21;100.0;2 anos e 11 meses;3 anos e 9 meses;56%;180%;35.0;45.0
TJSP;10715;TANABI;SP;02 CUMULATIVA DE TANABI;G1, JE;4.838;4.187;-13,5%;1.712;1.234;-27,9%;1.721;2.377;3.994;4.584;1.207;1.286;583.0;23.0;4 anos e 2 meses;3 anos e 9 meses;55%;138%;50.0;45.0
TJSP;9435;CABREUVA;SP;VARA UNICA DE CABREUVA;G1, JE;18.552;17.909;-3,5%;5.218;3.986;-23,6%;3.148;3.781;17.523;8.667;2.444;2.239;3.38;147.0;4 anos e 6 meses;3 anos e 9 meses;79%;120%;54.0;45.0
TJSP;10934;SANTA ISABEL;SP;01 CUMULATIVA DE SANTA ISABEL;G1, JE;5.078;4.845;-4,6%;986.0;1.15;16,6%;1.546;1.776;4.394;6.98;982.0;297.0;616.0;25.0;2 anos e 3 meses;3 anos e 9 meses;67%;115%;27.0;45.0
TJSP;9460;CAMPINAS;SP;09 CIVEL DE CAMPINAS;G1, JE;12.607;13.062;3,6%;2.998;3.376;12,6%;3.63;2.833;67.0;12.655;2.389;613.0;847.0;328.0;2 anos e 8 meses;3 anos e 9 meses;77%;78%;32.0;45.0
TJSP;10531;SAO PAULO;SP;24 CRIMINAL DE CENTRAL;G1, JE;2.506;2.054;-18%;594.0;583.0;-1,9%;762.0;1.341;2.623;6.076;1.197;2.0;328.0;39.0;3 anos e 8 meses;3 anos e 9 meses;52%;176%;44.0;45.0
TJSP;10735;TAUBATE;SP;02 CRIMINAL DE TAUBATE;G1, JE;1.359;1.412;3,9%;494.0;603.0;22,1%;628.0;713.0;1.233;3.175;470.0;4.0;260.0;2.0;1 ano e 2 meses;3 anos e 9 meses;53%;114%;14.0;45.0
TJSP;59210;SANTO ANDRE;SP;07 CIVEL DE SANTO ANDRE;G1, JE;9.753;10.697;9,7%;3.944;4.308;9,2%;3.276;2.326;9.347;6.894;1.804;430.0;1.245;91.0;1 ano e 6 meses;3 anos e 9 meses;73%;71%;18.0;45.0
TJSP;9993;OSASCO;SP;INFANCIA JUVENTUDE DE OSASCO;G1;1.451;1.458;0,5%;34.0;31.0;-8,8%;1.059;1.08;5.285;857.0;374.0;445.0;542.0;7.0;8 meses;3 anos e 9 meses;57%;102%;8.0;45.0
TJSP;10674;SOROCABA;SP;06 CIVEL DE SOROCABA;G1, JE;16.586;16.521;-0,4%;4.152;4.852;16,9%;3.757;3.613;1.606;15.856;2.426;760.0;1.426;456.0;2 anos e 7 meses;3 anos e 9 meses;76%;96%;31.0;45.0
TJSP;9803;JAU;SP;02 CIVEL DE JAU;G1, JE;9.365;9.563;2,1%;1.914;2.23;16,5%;2.773;2.497;1.573;9.636;2.167;348.0;1.482;354.0;1 ano e 11 meses;3 anos e 9 meses;75%;90%;23.0;45.0
TJSP;76677;SAO JOSE DOS CAMPOS;SP;SETOR DE EXECUCOES FISCAIS DE SAO JOSE DOS CAMPOS;G1;62.009;54.242;-12,5%;1.733;1.998;15,3%;6.043;18.355;33.066;22.044;13.926;1.961;28.472;34.0;7 anos e 9 meses;3 anos e 9 meses;74%;304%;93.0;45.0
TJSP;9529;CONCHAS;SP;02 CUMULATIVA DE CONCHAS;G1, JE;4.401;3.295;-25,1%;1.56;1.073;-31,2%;998.0;2.103;3.941;4.443;1.003;993.0;465.0;13.0;3 anos e 4 meses;3 anos e 9 meses;51%;211%;40.0;45.0
TJSP;10923;SAO PAULO;SP;14 FAZENDA PUBLICA DE CENTRAL;G1, JE;12.308;12.49;1,5%;1.685;1.82;8%;3.926;4.118;12.301;8.327;3.795;352.0;4.623;161.0;1 ano;3 anos e 9 meses;72%;105%;12.0;45.0
TJSP;9465;CAMPINAS;SP;03 CRIMINAL DE CAMPINAS;G1, JE;1.281;1.271;-0,8%;233.0;271.0;16,3%;452.0;488.0;4.444;1.573;466.0;1.0;329.0;17.0;1 ano e 10 meses;3 anos e 9 meses;67%;108%;22.0;45.0
TJSP;9688;IBIUNA;SP;01 CUMULATIVA DE IBIUNA;G1, JE;8.151;8.471;3,9%;1.954;2.178;11,5%;2.137;1.893;2.383;9.617;1.274;581.0;670.0;191.0;2 anos e 3 meses;3 anos e 9 meses;77%;89%;27.0;45.0
TJSP;9456;CAMPINAS;SP;05 CIVEL DE CAMPINAS;G1, JE;14.558;14.507;-0,4%;5.27;5.532;5%;3.946;3.801;362.0;16.134;3.147;695.0;932.0;17.0;3 anos;3 anos e 9 meses;70%;96%;36.0;45.0
TJSP;9775;JABOTICABAL;SP;2 VARA CIVEL DE JABOTICABAL;G1, JE;4.546;4.683;3%;900.0;921.0;2,3%;2.169;2.002;35.0;9.257;1.556;379.0;1.22;5.0;1 ano e 5 meses;3 anos e 9 meses;65%;92%;17.0;45.0
TJSP;9356;BARRA BONITA;SP;01 CUMULATIVA DE BARRA BONITA;G1, JE;10.067;9.988;-0,8%;2.592;2.769;6,8%;2.331;2.514;6.44;6.563;2.369;472.0;1.106;147.0;5 anos e 4 meses;3 anos e 9 meses;74%;108%;64.0;45.0
TJSP;9933;MOJI MIRIM;SP;01 CUMULATIVA DE MOJI MIRIM;G1, JE;6.186;6.268;1,3%;2.42;2.455;1,4%;1.713;1.663;3.141;4.25;1.119;456.0;547.0;847.0;2 anos e 3 meses;3 anos e 9 meses;69%;97%;27.0;45.0
TJSP;9689;IBIUNA;SP;02 CUMULATIVA DE IBIUNA;G1, JE;8.773;8.75;-0,3%;1.914;2.2;14,9%;2.134;2.019;2.478;6.942;1.2;618.0;1.014;286.0;2 anos e 6 meses;3 anos e 9 meses;76%;95%;30.0;45.0
TJSP;10526;SAO PAULO;SP;19 CRIMINAL DE CENTRAL;G1, JE;2.679;2.627;-1,9%;757.0;751.0;-0,8%;762.0;905.0;2.013;2.617;872.0;5.0;692.0;35.0;2 anos e 2 meses;3 anos e 9 meses;67%;119%;26.0;45.0
TJSP;9546;CUBATAO;SP;01 CUMULATIVA DE CUBATAO;G1, JE;6.723;7.126;6%;1.103;1.282;16,2%;2.239;1.978;2.304;19.132;1.429;201.0;1.233;33.0;1 ano e 9 meses;3 anos e 9 meses;75%;88%;21.0;45.0
TJSP;10271;SANTOS;SP;03 CIVEL DE SANTOS;G1, JE;6.728;6.804;1,1%;1.095;1.141;4,2%;1.983;1.839;2.059;14.069;1.506;339.0;526.0;44.0;2 anos e 5 meses;3 anos e 9 meses;75%;93%;29.0;45.0
TJSP;59862;SAO JOSE DO RIO PRETO;SP;04 TURMA CIVEL DO COLEGIO RECURSAL DA 16 C.J. - SAO JOSE DO RIO PRETO DE SAO JOSE DO RIO PRETO;TR;368;42.0;-88,6%;225.0;19.0;-91,6%;8.0;355.0;108.0;38.0;16.0;1.0;16.0;0.0;1 ano e 3 meses;3 anos e 9 meses;5%;4.438%;15.0;45.0
TJSP;9514;CATANDUVA;SP;01 CRIMINAL DE CATANDUVA;G1, JE;5.989;6.503;8,6%;248.0;306.0;23,4%;1.824;1.521;12.567;2.781;1.345;9.0;2.645;150.0;2 anos e 1 Mes;3 anos e 8 meses;80%;83%;25.0;44.0
TJSP;10542;SAO PAULO;SP;04 EXECUCOES CRIMINAIS DE CENTRAL;G1, JE;54.725;51.049;-6,7%;52.0;132.0;153,8%;4.395;20.002;26.338;7.232;20.491;0.0;25.268;4.963;5 anos e 11 meses;3 anos e 8 meses;72%;455%;71.0;44.0
TJSP;10248;SANTO ANDRE;SP;02 FAMILIA SUCESSOES DE SANTO ANDRE;G1, JE;5.521;4.702;-14,8%;441.0;565.0;28,1%;2.202;2.968;3.385;6.401;1.663;586.0;1.131;12.0;1 ano e 9 meses;3 anos e 8 meses;58%;135%;21.0;44.0
TJSP;9741;ITAPIRA;SP;01 CUMULATIVA DE ITAPIRA;G1, JE;6.838;7.129;4,3%;989.0;1.03;4,1%;2.786;2.565;8.134;6.24;1.88;445.0;1.494;75.0;1 ano e 7 meses;3 anos e 8 meses;70%;92%;19.0;44.0
TJSP;10834;FRANCA;SP;VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO UNESP DE FRANCA;G1, JE;677;896.0;32,3%;6.0;20.0;233,3%;391.0;170.0;650.0;115.0;198.0;30.0;404.0;2.0;10 meses;3 anos e 8 meses;84%;43%;10.0;44.0
TJSP;9401;BILAC;SP;VARA UNICA DE BILAC;G1, JE;3.900;3.865;-0,9%;504.0;606.0;20,2%;1.603;1.641;26.0;8.425;1.144;231.0;372.0;18.0;2 anos e 2 meses;3 anos e 8 meses;66%;102%;26.0;44.0
TJSP;10521;SAO PAULO;SP;14 CRIMINAL DE CENTRAL;G1, JE;6.627;3.736;-43,6%;66.0;356.0;439,4%;811.0;3.023;12.071;2.399;1.788;9.0;952.0;42.0;3 anos e 9 meses;3 anos e 8 meses;53%;373%;45.0;44.0
TJSP;10718;TAQUARITINGA;SP;02 CUMULATIVA DE TAQUARITINGA;G1, JE;4.851;4.575;-5,7%;875.0;1.082;23,7%;1.88;2.174;1.57;9.086;1.519;321.0;1.056;34.0;1 ano e 10 meses;3 anos e 8 meses;61%;116%;22.0;44.0
TJSP;9756;ITARARE;SP;01 CUMULATIVA DE ITARARE;G1, JE;9.364;8.987;-4%;3.51;3.535;0,7%;2.417;2.781;4.143;8.802;1.812;921.0;993.0;13.0;6 anos e 3 meses;3 anos e 8 meses;66%;115%;75.0;44.0
TJSP;10278;SANTOS;SP;10 CIVEL DE SANTOS;G1, JE;6.986;6.946;-0,6%;3.1;3.379;9%;2.303;2.274;3.0;14.816;1.87;268.0;601.0;13.0;1 ano e 4 meses;3 anos e 8 meses;61%;99%;16.0;44.0
TJSP;10437;SAO PAULO;SP;03 FAMILIA SUCESSOES DE LAPA;G1;3.133;2.88;-8,1%;420.0;438.0;4,3%;1.388;1.564;8.555;5.485;1.066;281.0;893.0;33.0;1 ano e 3 meses;3 anos e 8 meses;61%;113%;15.0;44.0
TJSP;10311;SAO CAETANO DO SUL;SP;01 CRIMINAL DE SAO CAETANO DO SUL;G1, JE;1.351;1.365;1%;386.0;378.0;-2,1%;572.0;599.0;5.382;990.0;322.0;32.0;315.0;23.0;1 ano e 10 meses;3 anos e 8 meses;62%;105%;22.0;44.0
TJSP;9315;ARARAQUARA;SP;JURI/EXECUCOES DE ARARAQUARA;G1, JE;4.656;3.704;-20,4%;591.0;589.0;-0,3%;1.505;1.941;909.0;7.438;1.121;453.0;1.135;146.0;1 ano e 11 meses;3 anos e 8 meses;62%;129%;23.0;44.0
TJSP;9903;MIRANDOPOLIS;SP;02 CUMULATIVA DE MIRANDOPOLIS;G1, JE;6.916;6.667;-3,6%;1.668;1.696;1,7%;2.412;2.686;7.017;7.354;2.14;223.0;542.0;20.0;2 anos e 6 meses;3 anos e 8 meses;65%;111%;30.0;44.0
TJSP;10277;SANTOS;SP;09 CIVEL DE SANTOS;G1, JE;7.575;7.584;0,1%;3.45;3.891;12,8%;2.221;2.14;24.0;17.255;2.005;318.0;634.0;29.0;1 ano e 10 meses;3 anos e 8 meses;63%;96%;22.0;44.0
TJSP;9859;PIQUETE;SP;VARA UNICA DE PIQUETE;G1, JE;3.883;3.555;-8,4%;2.291;2.128;-7,1%;786.0;1.095;3.422;3.992;829.0;238.0;312.0;25.0;4 anos e 9 meses;3 anos e 8 meses;56%;139%;57.0;44.0
TJSP;9822;JUNDIAI;SP;02 CRIMINAL DE JUNDIAI;G1, JE;1.839;1.784;-3%;180.0;241.0;33,9%;1.032;1.14;2.139;2.066;542.0;22.0;892.0;106.0;1 ano e 5 meses;3 anos e 8 meses;58%;110%;17.0;44.0
TJSP;9972;ORLANDIA;SP;01 CUMULATIVA DE ORLANDIA;G1, JE;13.093;9.665;-26,2%;7.203;5.458;-24,2%;2.021;5.396;11.76;6.858;2.669;1.376;1.084;33.0;4 anos e 9 meses;3 anos e 8 meses;44%;267%;57.0;44.0
TJSP;9699;INDAIATUBA;SP;01 CIVEL DE INDAIATUBA;G1, JE;12.087;12.764;5,6%;3.615;3.682;1,9%;2.435;1.813;1.691;6.055;1.254;503.0;1.018;4.107;2 anos e 6 meses;3 anos e 8 meses;83%;74%;30.0;44.0
TJSP;10492;SAO PAULO;SP;01 FAMILIA SUCESSOES DE PINHEIROS;G1;5.608;5.855;4,4%;1.317;1.377;4,6%;1.768;1.55;234.0;10.762;1.158;322.0;931.0;83.0;1 ano e 9 meses;3 anos e 8 meses;74%;88%;21.0;44.0
TJSP;10697;SUZANO;SP;01 CRIMINAL DE SUZANO;G1, JE;2.324;2.351;1,2%;176.0;181.0;2,8%;888.0;834.0;5.134;3.554;644.0;49.0;770.0;8.0;1 ano e 11 meses;3 anos e 8 meses;72%;94%;23.0;44.0
TJSP;9971;OLIMPIA;SP;SEF DE OLIMPIA;G1;14.858;12.742;-14,2%;4.532;3.245;-28,4%;3.449;5.525;961.0;9.364;3.34;1.246;5.099;12.0;7 anos e 2 meses;3 anos e 8 meses;63%;160%;86.0;44.0
TJSP;9457;CAMPINAS;SP;06 CIVEL DE CAMPINAS;G1, JE;12.913;13.212;2,3%;3.707;3.997;7,8%;3.921;3.071;1.219;16.025;2.988;567.0;982.0;547.0;3 anos e 4 meses;3 anos e 8 meses;75%;78%;40.0;44.0
TJSP;10096;POMPEIA;SP;01 CUMULATIVA DE POMPEIA;G1, JE;8.238;8.299;0,7%;2.531;2.538;0,3%;2.618;2.49;6.7;7.204;1.664;1.076;1.6;118.0;3 anos e 11 meses;3 anos e 8 meses;70%;95%;47.0;44.0
TJSP;9866;MAIRIPORA;SP;01 CUMULATIVA DE MAIRIPORA;G1, JE;8.472;9.79;15,6%;614.0;672.0;9,4%;2.331;1.209;14.106;3.293;900.0;346.0;3.284;378.0;2 anos e 8 meses;3 anos e 7 meses;88%;52%;32.0;43.0
TJSP;59223;CACAPAVA;SP;CRIMINAL DE CACAPAVA;G1, JE;3.640;3.552;-2,4%;336.0;306.0;-8,9%;1.08;1.316;4.329;2.648;784.0;46.0;489.0;95.0;2 anos e 6 meses;3 anos e 7 meses;71%;122%;30.0;43.0
TJSP;59239;MAIRINQUE;SP;SEF DE MAIRINQUE;G1;12.864;13.657;6,2%;6.566;6.276;-4,4%;1.661;1.359;2.601;4.435;1.644;92.0;4.939;17.0;6 anos e 2 meses;3 anos e 7 meses;84%;82%;74.0;43.0
TJSP;18185;PORTO FELIZ;SP;SEF DE PORTO FELIZ;G1;7.122;6.378;-10,4%;271.0;1.093;303,3%;832.0;2.178;1.891;9.414;1.643;910.0;750.0;20.0;6 anos e 6 meses;3 anos e 7 meses;71%;262%;78.0;43.0
TJSP;9787;JACUPIRANGA;SP;01 CUMULATIVA DE JACUPIRANGA;G1, JE;7.245;5.463;-24,6%;1.578;1.978;25,3%;1.504;3.649;11.914;4.047;1.154;2.211;920.0;22.0;3 anos e 7 meses;3 anos e 7 meses;49%;243%;43.0;43.0
TJSP;70860;SAO PAULO;SP;13ª CÂMARA DE DIREITO PRIVADO;G2;10.503;9.98;-5%;1.766;2.19;24%;15.31;13.283;13.404;12.298;1.233;1.153;884.0;1.758;4 meses;3 anos e 7 meses;37%;87%;4.0;43.0
TJSP;10835;FRANCA;SP;VARA JUIZADO ESPECIAL CIVEL DE FRANCA;G1, JE;20.940;22.093;5,5%;481.0;870.0;80,9%;7.74;5.506;13.942;11.86;5.094;983.0;7.363;630.0;1 ano e 2 meses;3 anos e 7 meses;79%;71%;14.0;43.0
TJSP;10109;PRAIA GRANDE;SP;02 CIVEL DE PRAIA GRANDE;G1, JE;14.411;15.142;5,1%;4.702;4.783;1,7%;3.849;3.126;6.123;10.737;2.773;684.0;4.152;410.0;2 anos e 2 meses;3 anos e 7 meses;77%;81%;26.0;43.0
TJSP;9890;MAUA;SP;01 CIVEL DE MAUA;G1, JE;6.237;6.193;-0,7%;1.922;1.943;1,1%;2.315;2.28;5.191;5.631;1.868;534.0;552.0;6.0;2 anos e 1 Mes;3 anos e 7 meses;65%;98%;25.0;43.0
TJSP;9961;ITAJOBI;SP;VARA UNICA DE ITAJOBI;G1, JE;7.531;7.864;4,4%;1.221;1.45;18,8%;1.964;1.674;4.699;4.401;1.223;451.0;1.836;51.0;2 anos e 1 Mes;3 anos e 7 meses;79%;85%;25.0;43.0
TJSP;9549;CUBATAO;SP;04 CUMULATIVA DE CUBATAO;G1, JE;3.741;4.136;10,6%;933.0;1.185;27%;1.732;1.386;5.685;6.906;959.0;221.0;750.0;4.0;1 ano e 2 meses;3 anos e 7 meses;68%;80%;14.0;43.0
TJSP;59905;MOJI MIRIM;SP;TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 7 C.J. - MOJI MIRIM DE MOJI MIRIM;TR;254;46.0;-81,9%;10.0;18.0;80%;1.0;226.0;118.0;50.0;7.0;1.0;1.0;1.0;2 anos e 11 meses;3 anos e 7 meses;1%;22.600%;35.0;43.0
TJSP;9257;AGUAÍ;SP;VARA UNICA DE AGUAI;G1, JE;7.380;6.481;-12,2%;3.086;2.424;-21,5%;2.218;3.186;11.935;5.243;2.56;1.165;886.0;23.0;3 anos e 3 meses;3 anos e 7 meses;56%;144%;39.0;43.0
TJSP;9947;MONTE APRAZIVEL;SP;01 CUMULATIVA DE MONTE APRAZIVEL;G1, JE;7.516;8.412;11,9%;1.722;1.694;-1,6%;2.215;1.344;8.245;4.689;1.44;672.0;3.161;33.0;2 anos e 5 meses;3 anos e 7 meses;83%;61%;29.0;43.0
TJSP;9772;ITUVERAVA;SP;02 CUMULATIVA DE ITUVERAVA;G1, JE;4.460;4.603;3,2%;1.118;1.436;28,4%;1.793;1.568;11.575;2.724;1.13;213.0;474.0;12.0;1 ano e 3 meses;3 anos e 7 meses;67%;87%;15.0;43.0
TJSP;10609;SAO PAULO;SP;01 FAMILIA SUCESSOES DE CENTRAL;G1;4.548;4.646;2,2%;1.18;1.319;11,8%;1.732;1.593;42.0;7.905;1.013;502.0;768.0;42.0;1 ano e 7 meses;3 anos e 7 meses;68%;92%;19.0;43.0
TJSP;13682;COTIA;SP;CRIMINAL DE COTIA;G1, JE;6.190;6.683;8%;800.0;851.0;6,4%;1.695;1.343;8.613;3.174;1.229;160.0;2.054;54.0;3 anos e 2 meses;3 anos e 7 meses;81%;79%;38.0;43.0
TJSP;18332;MOGI DAS CRUZES;SP;03 CRIMINAL DE MOGI DAS CRUZES;G1, JE;10.885;10.082;-7,4%;689.0;845.0;22,6%;2.245;2.867;2.609;9.087;1.941;8.0;4.142;412.0;2 anos e 10 meses;3 anos e 7 meses;76%;128%;34.0;43.0
TJSP;10493;SAO PAULO;SP;02 FAMILIA SUCESSOES DE PINHEIROS;G1;4.069;4.129;1,5%;1.055;1.172;11,1%;1.827;1.84;11.454;8.132;1.277;238.0;876.0;67.0;1 ano e 2 meses;3 anos e 7 meses;62%;101%;14.0;43.0
TJSP;10273;SANTOS;SP;05 CIVEL DE SANTOS;G1, JE;8.639;8.598;-0,5%;5.492;5.637;2,6%;2.078;2.149;322.0;15.38;1.646;318.0;386.0;29.0;2 anos e 2 meses;3 anos e 7 meses;57%;103%;26.0;43.0
TJSP;10101;PORTO FELIZ;SP;02 CUMULATIVA DE PORTO FELIZ;G1, JE;5.174;4.956;-4,2%;966.0;1.05;8,7%;2.029;1.991;1.395;7.248;1.493;868.0;502.0;25.0;5 anos e 11 meses;3 anos e 7 meses;66%;98%;71.0;43.0
TJSP;9654;GUARUJA;SP;04 CIVEL DE GUARUJA;G1, JE;7.883;8.667;9,9%;1.086;1.326;22,1%;3.094;2.284;11.72;9.185;1.503;496.0;1.469;30.0;1 ano e 8 meses;3 anos e 7 meses;76%;74%;20.0;43.0
TJSP;10535;SAO PAULO;SP;29 CRIMINAL DE CENTRAL;G1, JE;1.655;1.705;3%;469.0;551.0;17,5%;806.0;856.0;4.131;2.824;812.0;4.0;370.0;55.0;1 ano e 2 meses;3 anos e 7 meses;57%;106%;14.0;43.0
TJSP;9668;GUARULHOS;SP;03 CRIMINAL DE GUARULHOS;G1, JE;1.712;1.541;-10%;445.0;483.0;8,5%;460.0;690.0;2.78;2.855;473.0;0.0;371.0;6.0;2 anos e 5 meses;3 anos e 7 meses;61%;150%;29.0;43.0
TJSP;10235;SANTO ANDRE;SP;04 CIVEL DE SANTO ANDRE;G1, JE;9.768;10.031;2,7%;2.793;3.082;10,3%;3.283;3.012;14.071;6.783;2.346;556.0;993.0;57.0;1 ano e 8 meses;3 anos e 7 meses;70%;92%;20.0;43.0
TJSP;10511;SAO PAULO;SP;04 CRIMINAL DE CENTRAL;G1, JE;2.622;2.157;-17,7%;504.0;792.0;57,1%;846.0;1.399;6.701;2.506;1.133;0.0;438.0;13.0;2 anos e 5 meses;3 anos e 7 meses;49%;165%;29.0;43.0
TJSP;59879;SAO PAULO;SP;06 TURMA CIVEL E CRIMINAL DO V COLEGIO RECURSAL DA CAPITAL DE PENHA;TR;221;32.0;-85,5%;6.0;8.0;33,3%;2.0;194.0;52.0;16.0;0.0;0.0;13.0;1.0;1 ano e 4 meses;3 anos e 7 meses;11%;9.700%;16.0;43.0
TJSP;10455;SAO PAULO;SP;01 CRIMINAL DE PENHA;G1, JE;1.236;1.086;-12,1%;378.0;329.0;-13%;312.0;487.0;2.824;822.0;582.0;1.0;310.0;24.0;2 anos;3 anos e 7 meses;61%;156%;24.0;43.0
TJSP;10255;SANTOS;SP;01 FAMILIA SUCESSOES DE SANTOS;G1, JE;6.316;5.867;-7,1%;1.594;1.811;13,6%;2.118;2.689;8.377;10.559;1.735;616.0;886.0;12.0;1 ano e 11 meses;3 anos e 7 meses;60%;127%;23.0;43.0
TJSP;10152;REGENTE FEIJO;SP;VARA UNICA DE REGENTE FEIJO;G1, JE;11.862;10.685;-9,9%;3.635;3.949;8,6%;2.639;3.865;9.335;6.507;2.404;1.251;1.265;53.0;3 anos e 10 meses;3 anos e 6 meses;63%;146%;46.0;42.0
TJSP;9609;FRANCISCO MORATO;SP;01 CUMULATIVA DE FRANCISCO MORATO;G1, JE;14.083;14.116;0,2%;845.0;1.237;46,4%;4.134;3.781;2.169;11.26;2.16;608.0;4.156;290.0;2 anos e 5 meses;3 anos e 6 meses;77%;91%;29.0;42.0
TJSP;10427;SAO PAULO;SP;01 CRIMINAL DE JABAQUARA;G1, JE;1.811;1.614;-10,9%;656.0;656.0;0%;515.0;706.0;2.855;1.092;515.0;1.0;528.0;13.0;2 anos e 3 meses;3 anos e 6 meses;57%;137%;27.0;42.0
TJSP;9782;JACAREI;SP;02 CRIMINAL DE JACAREI;G1, JE;2.554;2.812;10,1%;397.0;498.0;25,4%;1.267;1.146;3.557;6.459;728.0;118.0;590.0;110.0;1 ano e 6 meses;3 anos e 6 meses;67%;90%;18.0;42.0
TJSP;10564;SAO PAULO;SP;13 FAZENDA PUBLICA DE CENTRAL;G1;21.626;24.093;11,4%;10.315;11.237;8,9%;5.784;3.575;10.778;20.518;2.326;618.0;2.648;567.0;2 anos e 1 Mes;3 anos e 6 meses;78%;62%;25.0;42.0
TJSP;10527;SAO PAULO;SP;20 CRIMINAL DE CENTRAL;G1, JE;2.731;1.757;-35,7%;218.0;216.0;-0,9%;871.0;1.542;5.849;2.092;776.0;6.0;500.0;10.0;1 ano e 1 Mes;3 anos e 6 meses;50%;177%;13.0;42.0
